gene,pval
isogroup0,2.94000354620228
isogroup1,0.746150325120362
isogroup10,1.90786247216889
isogroup100,-0.58971998868458
isogroup10000,-0.0504099753614902
isogroup10005,-0.820325014786833
isogroup10008,0.0610716328328845
isogroup1001,0.669876862387738
isogroup10011,0.082583316370915
isogroup10015,-6.72169037509491
isogroup10018,-17.6298376263715
isogroup1002,1.90020855356853
isogroup10026,2.18975570148698
isogroup1003,-0.486545025852093
isogroup10030,0.349051105937713
isogroup10032,-0.806008634689295
isogroup10033,0.840236373060685
isogroup10036,0.183921187270535
isogroup1004,-1.55145270525267
isogroup10042,2.3416284736089
isogroup10043,0.917050883576893
isogroup10051,0.889026947066512
isogroup10052,0.605674719556187
isogroup10053,-0.366181620558654
isogroup10054,0.635629469795851
isogroup10056,1.00318500860306
isogroup10059,0.452699346147432
isogroup1006,-1.43658853554211
isogroup10064,0.416315139724321
isogroup10069,0.178345582717899
isogroup10072,0.163242744182006
isogroup10074,-9.91325691222301
isogroup1008,-0.172662486708998
isogroup10083,2.149024067873
isogroup10085,-0.74669578143835
isogroup10086,-0.926327534743026
isogroup10089,1.78349619425949
isogroup1009,1.87860200317716
isogroup10095,0.37371689833126
isogroup10096,-0.91744449608085
isogroup10099,-0.243769765907922
isogroup101,-0.974357673499093
isogroup10101,0.27092911284529
isogroup10104,2.9106340136869
isogroup10105,0.546512635708133
isogroup1011,0.0225404419288943
isogroup10111,-2.62710825878245
isogroup10115,0.766762986327939
isogroup10117,-2.59622083291535
isogroup10118,-12.6784102084951
isogroup1012,-1.15884076706052
isogroup10122,3.00719620362107
isogroup10124,1.9242779334542
isogroup10125,0.144961673920307
isogroup10127,0.707195983093793
isogroup10136,-0.524258754045017
isogroup1015,0.212460934284833
isogroup10150,0.337979211955059
isogroup10153,-1.07388878199381
isogroup10155,-0.679898022168991
isogroup10157,-2.53110981266847
isogroup10158,0.603940410532049
isogroup10160,0.234599732349744
isogroup10161,0.0139070509347281
isogroup10162,-11.1479282050845
isogroup1017,1.87399000650055
isogroup10171,0.574734749491134
isogroup10173,-0.0969436855741022
isogroup10177,-1.03902819003864
isogroup10180,0.647572264987981
isogroup10182,-4.1952447244796
isogroup10183,1.24097652727927
isogroup10184,-0.990694594785184
isogroup10185,0.0961226012035155
isogroup10186,1.19502623639184
isogroup10187,1.07333848487326
isogroup10189,-3.73912371878957
isogroup1019,0.033644948410652
isogroup10192,-5.55429956232404
isogroup10198,-3.05138731524296
isogroup10199,0.358480701671428
isogroup102,3.52612891879421
isogroup1020,0.410945961149335
isogroup10203,0.274810359987878
isogroup10204,-2.33915945977669
isogroup1021,2.07842769433598
isogroup10213,-0.178425833918356
isogroup10214,0.335290128762061
isogroup10215,-2.96324662734827
isogroup10217,-0.729877846794727
isogroup1022,-2.11548973676274
isogroup10223,-0.215733005825063
isogroup10224,-0.0682087506691982
isogroup10225,-3.2736053222396
isogroup10227,1.07730983278831
isogroup1023,-0.934014370274675
isogroup10231,0.985947070878519
isogroup10236,-1.45101827211384
isogroup10239,-1.27836163892364
isogroup10244,0.533400760887422
isogroup1025,-0.0136877229058135
isogroup10254,-1.11319127800626
isogroup10255,-1.19843849372756
isogroup1026,-1.22395636678546
isogroup10260,-3.10680326294522
isogroup10262,-0.67468605218777
isogroup10263,0.279130426010827
isogroup10268,0.980894255072709
isogroup10272,1.52703916517586
isogroup10273,-1.9587747074469
isogroup10274,2.37236192140801
isogroup10276,0.859367279652817
isogroup1028,0.0780222449040189
isogroup10283,0.877991756876908
isogroup10284,1.27497500435665
isogroup10288,0.329042009827946
isogroup10290,1.14329851900824
isogroup10293,0.492387502400485
isogroup10294,3.0948876151605
isogroup10296,0.591367824348048
isogroup10298,-3.0865632153258
isogroup1030,-0.177407617682019
isogroup10300,0.548094427075452
isogroup10302,-2.3998426543062
isogroup10304,0.457162091829556
isogroup10305,1.26014698591415
isogroup10306,0.494137592718595
isogroup10307,0.0770191830292119
isogroup10308,2.00907451897087
isogroup1031,0.476861606220656
isogroup10311,-0.034952411759459
isogroup10316,0.291471308937202
isogroup10317,4.76147749842325
isogroup1032,1.78555252299833
isogroup10320,-1.759460656124
isogroup10321,-0.926284471977471
isogroup10326,-1.63345877645305
isogroup1033,0.231338189861343
isogroup10335,3.65821961671319
isogroup10336,-4.50452800923517
isogroup10338,-8.00244695733029
isogroup10341,-0.911188302955293
isogroup10349,-1.12019433499665
isogroup10350,0.59574766296211
isogroup10356,1.94263116973646
isogroup10357,0.342014444089166
isogroup1036,-0.229508187748872
isogroup10360,2.55124259279877
isogroup10362,-8.53285092299645
isogroup10363,-0.0949560232805022
isogroup10367,-0.550142682207653
isogroup10368,-3.97476299910463
isogroup1037,0.338332477036395
isogroup10371,1.56573724334705
isogroup10372,3.22219371921627
isogroup10375,2.37279667101253
isogroup10377,1.99348160854536
isogroup1038,-0.508701326255336
isogroup10380,-10.4542796425702
isogroup1039,-0.487152872859673
isogroup10394,2.54247171756297
isogroup10399,7.86775475983417
isogroup104,2.78488240473064
isogroup1040,0.532521366262653
isogroup10400,1.11847364327974
isogroup10402,-2.80046605143134
isogroup1041,-1.4266487832593
isogroup10415,1.48336875530982
isogroup10416,-0.739159414995324
isogroup10417,-18.4669095504623
isogroup10418,1.07016907074695
isogroup10421,-0.978271511870425
isogroup10428,-1.10144501576261
isogroup10436,0.258064571508151
isogroup10437,-7.78269641940839
isogroup1044,0.0188077658559209
isogroup10441,-2.30911015031994
isogroup10445,-1.06861225725633
isogroup10447,1.78186830937774
isogroup10449,-0.806640848491705
isogroup10451,0.059541107524611
isogroup10455,-0.58035266187683
isogroup1046,0.142100752512923
isogroup10460,-0.301155238892918
isogroup10461,1.96517202207908
isogroup10464,-2.22797904074718
isogroup10467,-1.9004948405155
isogroup1047,-1.35046366719823
isogroup1048,0.249497084874783
isogroup10484,0.882735084844444
isogroup10485,0.96584546995285
isogroup10489,-7.09652042405664
isogroup1049,0.466327717804274
isogroup10490,1.42273305347237
isogroup10491,0.611047608839241
isogroup10493,0.365490330598738
isogroup10497,-3.87369003376891
isogroup10499,-0.14781483207695
isogroup105,6.4682670975403
isogroup10501,6.33476394157428
isogroup10502,-0.167267749419389
isogroup10506,0.163155695819058
isogroup10507,3.77413596639734
isogroup1051,-1.83776145050357
isogroup10510,-3.76476754119148
isogroup10514,-0.324254638025599
isogroup10516,-2.21078848357713
isogroup10517,-2.73053153472594
isogroup10518,-0.116792123457832
isogroup10519,-0.448720018425469
isogroup1052,0.0803939778940645
isogroup10521,-2.3657314542615
isogroup10525,0.791027825625872
isogroup10529,0.958517761224625
isogroup1053,0.11308034539218
isogroup10530,1.45177176135078
isogroup10531,-0.0740744141119137
isogroup10532,-2.39623357291074
isogroup10535,1.23926038299411
isogroup10536,2.5046316489351
isogroup1054,-0.598101721686956
isogroup10540,0.24174495501813
isogroup10544,0.0588168718262314
isogroup10545,1.23410240115119
isogroup10546,1.76484987107429
isogroup1055,-27.4692934846833
isogroup10555,0.515717348733606
isogroup10556,-6.16658648708255
isogroup10559,1.31568989613215
isogroup1056,1.46074898772015
isogroup10562,0.415555247673437
isogroup10564,-0.695145827885322
isogroup10568,-9.01023579217996
isogroup1057,-2.42231914519231
isogroup10572,-0.803055936912259
isogroup10578,-0.805317984740121
isogroup1058,-0.0562636401289833
isogroup10585,-3.42870463987156
isogroup1059,-6.65773141368505
isogroup10590,-1.78553455681031
isogroup10593,2.34185728668779
isogroup10595,0.287155507544185
isogroup10599,-5.20298705737711
isogroup106,-0.645237259272639
isogroup10600,-0.119460920829935
isogroup10606,-1.73953433696557
isogroup10607,0.0716669686415016
isogroup10608,-0.00708649560267533
isogroup1061,-0.257362935601061
isogroup10610,-2.04764677360145
isogroup10611,0.625175669493906
isogroup10615,-0.974745692007128
isogroup10616,0.730473922861646
isogroup10617,1.19540004151941
isogroup10618,1.06044907495585
isogroup10619,0.429963225289054
isogroup1062,0.582696596952095
isogroup10620,0.166581115611114
isogroup10621,-4.71103548638607
isogroup10622,-1.44971416904777
isogroup10625,0.679821688978459
isogroup10626,2.63838677479322
isogroup10628,-2.70644137210641
isogroup10630,-23.0048831992899
isogroup10633,0.34369537405148
isogroup10634,0.10674882147544
isogroup10635,0.559344727732243
isogroup10639,0.345776174522225
isogroup1064,-3.74765511341074
isogroup10642,-0.121144042924035
isogroup10644,2.29770970036298
isogroup10646,0.190216647260032
isogroup10647,-2.54728876045234
isogroup1065,-0.713962254624935
isogroup10651,0.260495701382188
isogroup10653,-1.49327453809262
isogroup1066,2.61862806743898
isogroup10660,-0.929309995692291
isogroup10661,-2.8926488704867
isogroup10665,-0.557556917190711
isogroup10667,6.6433658168824
isogroup10668,0.32639130710761
isogroup10669,-0.399965349006337
isogroup10678,-4.65666548191132
isogroup10679,1.07640753001297
isogroup1068,1.45136643274209
isogroup10680,0.10039686341571
isogroup10682,0.174736798650482
isogroup10687,0.314200076431625
isogroup10688,0.725815897566526
isogroup1069,-4.4683203396507
isogroup107,0.997815441108591
