	10AF.fastq.trim.sam.counts	10OS.fastq.trim.sam.counts	1AS.fastq.trim.sam.counts	1OF.fastq.trim.sam.counts	2AS.fastq.trim.sam.counts	2OF.fastq.trim.sam.counts	4AS.fastq.trim.sam.counts	4OF.fastq.trim.sam.counts	6AF.fastq.trim.sam.counts	6OS.fastq.trim.sam.counts	7AF.fastq.trim.sam.counts	7OS.fastq.trim.sam.counts	8AF.fastq.trim.sam.counts	8OS.fastq.trim.sam.counts	9AF.fastq.trim.sam.counts	9OS.fastq.trim.sam.counts	
isogroup4988	8	20	21	10	5	8	9	20	5	3	6	9	2	12	9	14	
isogroup4989	0	6	2	1	5	0	1	1	0	4	1	1	1	3	1	1	
isogroup499	5	3	4	7	3	2	2	10	10	5	7	5	6	3	5	5	
isogroup4990	41	18	14	36	6	23	28	60	10	9	37	45	16	19	37	18	
isogroup4991	2	2	3	7	1	3	0	2	4	3	4	1	6	9	1	2	
isogroup4992	53	47	48	30	31	12	27	55	16	15	24	28	4	51	29	32	
isogroup4993	3	5	3	2	2	1	5	7	3	6	0	3	5	3	8	7	
isogroup4994	23	64	43	28	35	37	34	62	5	12	28	27	32	35	15	22	
isogroup4995	75	92	109	91	69	64	106	102	50	70	50	90	77	119	115	108	
isogroup4996	27	50	20	40	13	22	29	22	27	27	25	37	19	47	26	34	
isogroup4997	4	4	5	7	2	2	5	4	2	2	1	0	0	3	3	2	
isogroup4998	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroup4999	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup5	43	71	58	159	71	79	72	93	71	49	60	46	56	92	70	69	
isogroup50	228	277	247	306	420	146	360	395	157	173	230	306	121	310	244	179	
isogroup500	22	36	37	45	29	12	31	42	26	36	25	52	31	45	32	19	
isogroup5000	54	42	60	114	70	37	91	139	56	97	80	85	67	112	120	96	
isogroup5001	1	1	0	2	1	1	6	4	0	0	5	2	2	3	3	0	
isogroup5002	7	11	15	17	12	7	12	13	2	10	9	12	9	22	15	15	
isogroup5003	2	1	1	3	7	2	7	8	2	4	0	0	0	1	4	1	
isogroup5004	6	18	27	15	18	13	14	28	9	12	6	2	12	15	25	8	
isogroup5005	23	5	3	12	5	1	6	32	7	11	9	8	3	7	16	13	
isogroup5006	4	2	5	1	7	1	3	30	3	8	4	7	28	70	20	62	
isogroup5007	6	6	3	5	3	4	8	12	1	3	2	0	4	1	10	1	
isogroup5008	48	71	39	32	26	23	26	29	42	47	16	48	11	46	17	27	
isogroup5009	56	78	50	97	50	58	76	84	57	72	41	74	48	76	60	55	
isogroup501	6	7	3	5	7	1	10	8	0	5	4	4	1	5	6	4	
isogroup5010	52	63	64	29	28	18	46	45	17	27	34	53	19	58	42	57	
isogroup5011	78	119	96	95	56	57	92	139	53	67	58	113	65	159	76	90	
isogroup5012	27	47	62	50	41	51	57	82	21	25	25	47	27	72	44	62	
isogroup5013	43	54	37	69	65	39	75	65	30	37	31	68	29	66	51	59	
isogroup5014	15	15	18	11	14	13	10	14	12	6	9	12	10	12	16	10	
isogroup5015	116	135	73	93	121	45	157	195	82	58	63	311	100	146	141	145	
isogroup5016	13	10	8	15	8	5	12	10	1	3	10	7	7	18	8	9	
isogroup5017	16	13	9	16	3	19	3	27	4	4	6	11	5	22	16	17	
isogroup5018	17	18	19	25	26	7	38	25	11	16	23	18	11	37	14	30	
isogroup5019	110	127	89	227	92	96	125	174	110	80	97	138	157	176	172	115	
isogroup502	3	2	1	4	6	1	3	7	3	6	0	6	2	2	9	3	
isogroup5020	11	20	19	32	10	12	14	20	11	4	11	17	10	12	20	14	
isogroup5021	2	8	7	5	5	9	11	9	0	4	2	3	4	8	4	8	
isogroup5022	35	37	28	33	26	19	40	60	28	11	16	34	11	57	37	37	
isogroup5023	12	5	13	12	16	8	21	21	2	4	7	13	5	15	19	13	
isogroup5024	50	38	34	43	45	14	77	81	18	16	44	85	22	45	61	44	
isogroup5025	3	5	3	8	3	2	11	6	2	5	4	7	2	7	0	1	
isogroup5026	34	58	55	32	41	28	42	35	14	16	23	27	15	32	17	34	
isogroup5027	7	12	23	16	4	12	6	23	7	9	12	11	9	17	15	17	
isogroup5028	27	32	21	53	20	37	33	76	38	29	32	59	44	56	70	61	
isogroup5029	16	17	15	10	23	1	37	29	14	7	14	43	10	34	9	37	
isogroup503	8	21	17	14	19	14	27	29	5	8	10	22	9	24	20	23	
isogroup5030	18	63	31	37	21	56	15	16	11	12	11	9	12	28	14	11	
isogroup5031	0	0	1	2	0	1	5	6	1	1	1	2	9	4	1	5	
isogroup5032	1	0	1	0	2	0	0	2	0	1	0	0	3	1	1	2	
isogroup5033	102	185	104	108	247	69	207	186	56	67	113	175	41	147	108	148	
isogroup5034	66	63	41	50	48	27	68	79	24	26	33	70	29	65	61	58	
isogroup5035	14	22	12	18	15	8	18	26	14	16	10	17	11	24	18	13	
isogroup5036	501	497	392	730	399	527	677	683	646	488	372	553	459	557	602	521	
isogroup5038	16	18	9	25	46	17	39	52	13	6	27	45	34	41	56	38	
isogroup5039	37	42	46	57	35	43	54	77	34	37	36	45	57	107	65	68	
isogroup504	2	5	6	3	7	5	9	16	3	5	9	10	2	18	10	10	
isogroup5040	28	33	15	39	11	9	24	44	22	42	43	42	25	41	40	28	
isogroup5041	130	134	144	157	123	54	160	241	67	96	90	185	83	167	117	101	
isogroup5042	0	1	2	0	1	0	0	3	0	3	0	0	0	1	1	0	
isogroup5043	11	12	8	6	4	1	4	4	4	4	6	16	6	16	8	7	
isogroup5044	33	27	20	40	19	18	30	51	26	27	22	25	69	60	46	56	
isogroup5045	577	257	111	164	45	118	124	233	152	127	138	153	103	107	146	120	
isogroup5046	4	3	3	4	1	1	5	4	1	4	4	3	2	4	1	0	
isogroup5047	64	152	131	87	39	87	74	137	63	41	54	86	58	133	93	88	
isogroup5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup5049	7	13	10	7	3	12	6	16	1	2	2	3	16	30	19	35	
isogroup505	13	21	16	27	10	13	17	20	14	14	7	13	7	20	15	17	
isogroup5050	17	26	25	33	24	29	28	41	19	15	16	30	22	27	28	27	
isogroup5051	6	2	1	4	1	1	4	6	3	6	2	3	7	5	1	1	
isogroup5052	2	5	6	5	2	3	2	6	2	0	1	3	5	1	2	3	
isogroup5053	3	5	2	8	7	11	5	8	23	10	5	2	15	5	9	4	
isogroup5054	32	30	34	38	19	12	29	51	20	17	13	44	21	38	41	35	
isogroup5055	15	33	36	21	9	32	16	26	8	7	6	14	9	16	4	17	
isogroup5056	4	5	5	5	5	3	5	2	1	3	0	3	4	5	4	5	
isogroup5057	420	498	292	1995	367	755	753	611	2156	1141	856	541	1064	506	2762	1528	
isogroup5058	14	11	17	22	19	10	26	18	13	13	15	17	23	20	23	19	
isogroup5059	411	411	307	613	205	281	347	443	335	301	345	414	293	385	476	288	
isogroup506	49	62	39	66	66	37	68	86	32	30	42	70	35	109	52	69	
isogroup5060	77	74	64	112	41	71	91	120	71	47	86	91	76	117	108	97	
isogroup5061	8	4	4	3	2	5	2	8	3	4	2	5	2	6	3	13	
isogroup5062	30	24	8	22	19	15	40	31	18	30	10	24	12	33	18	12	
isogroup5063	170	149	179	262	108	201	160	154	184	142	63	109	189	150	146	172	
isogroup5064	25	66	34	84	44	27	45	74	50	41	33	48	35	62	56	72	
isogroup5065	10	13	7	4	1	10	7	7	2	1	5	8	5	12	5	5	
isogroup5066	32	57	67	55	14	74	31	57	20	33	20	37	31	68	49	63	
isogroup5067	5	51	36	29	4	38	5	5	2	0	2	8	0	9	5	5	
isogroup5068	1	2	7	2	2	0	6	10	2	1	5	3	2	7	2	2	
isogroup5069	2	10	7	14	7	10	8	10	3	1	2	7	5	7	3	4	
isogroup507	149	195	222	135	146	117	155	198	66	74	91	128	64	179	134	160	
isogroup5070	65	73	43	92	72	49	73	119	56	55	63	102	52	97	118	82	
isogroup5071	4	5	1	0	2	2	0	1	2	0	2	3	0	9	1	0	
isogroup5072	15	11	3	16	7	10	16	14	10	4	7	8	3	17	13	12	
isogroup5073	2	0	1	5	3	1	3	9	2	3	0	0	2	6	2	5	
isogroup5074	20	27	30	21	18	34	18	15	14	14	8	30	9	23	12	12	
isogroup5075	0	1	1	1	0	0	0	1	0	0	0	0	2	0	0	0	
isogroup5076	3	4	0	5	0	1	4	1	1	4	3	4	1	2	7	1	
isogroup5077	6	12	19	9	7	9	10	18	11	4	4	5	8	11	9	10	
isogroup5078	5	11	11	15	8	14	7	12	5	9	10	10	3	13	4	13	
isogroup5079	13	7	3	9	4	3	10	10	1	5	5	10	1	11	9	9	
isogroup508	160	221	167	200	191	98	184	232	90	108	120	219	116	244	163	197	
isogroup5080	382	371	281	691	209	433	280	369	406	395	382	331	444	263	359	221	
isogroup5081	17	26	18	32	24	21	28	47	15	23	6	12	83	52	71	69	
isogroup5082	4	6	10	5	7	5	7	4	1	1	0	7	3	6	2	4	
isogroup5083	32	35	12	46	26	29	41	54	28	52	35	34	48	50	37	38	
isogroup5084	0	3	1	3	2	1	0	0	1	0	1	3	1	6	1	0	
isogroup5085	44	68	89	73	54	52	74	57	28	32	42	46	31	49	52	39	
isogroup5086	88	72	73	115	79	66	92	152	53	59	53	95	54	134	94	85	
isogroup5087	10	13	10	11	8	10	8	24	9	16	10	10	7	18	9	12	
isogroup5088	11	12	10	17	8	8	12	9	4	6	7	10	4	10	11	14	
isogroup5089	79	67	64	105	70	31	122	159	41	42	92	106	50	113	110	73	
isogroup509	4	2	13	4	7	5	4	5	2	0	2	1	1	4	2	4	
isogroup5090	0	0	0	1	1	0	1	0	0	1	0	0	1	3	1	0	
isogroup5091	37	41	41	56	64	22	58	70	30	38	37	61	32	59	31	26	
isogroup5092	37	39	22	29	20	4	29	21	20	6	13	30	12	29	23	25	
isogroup5093	247	117	73	204	66	98	70	87	133	138	119	106	190	70	138	76	
isogroup5094	45	56	52	77	31	17	69	94	41	61	68	91	52	66	74	66	
isogroup5095	4	7	3	4	5	5	7	20	3	2	1	4	7	13	5	8	
isogroup5096	0	0	1	0	0	0	3	6	0	0	1	2	10	20	16	14	
isogroup5097	13	21	13	21	9	14	23	37	10	10	13	16	14	34	19	29	
isogroup5098	11	21	12	23	10	11	14	18	6	9	13	15	8	21	5	14	
isogroup5099	141	165	259	168	157	84	112	235	58	90	209	247	89	244	67	84	
isogroup51	107	134	159	201	116	135	159	235	138	114	138	168	119	184	179	119	
isogroup510	81	133	137	110	69	98	100	123	53	81	66	106	81	161	92	106	
isogroup5100	3	3	1	3	1	0	0	1	2	2	0	3	5	1	1	1	
isogroup5101	4	3	3	2	1	3	2	7	2	1	2	0	3	6	7	2	
isogroup5102	72	68	59	77	77	60	100	116	38	39	49	77	58	106	58	74	
isogroup5103	97	131	135	140	85	87	109	142	81	80	62	80	50	83	80	79	
isogroup5104	76	98	34	120	28	63	54	74	79	74	79	118	63	67	86	65	
isogroup5105	2	6	5	0	3	3	1	1	0	1	0	0	3	1	2	1	
isogroup5106	59	57	67	78	47	50	65	95	36	50	35	77	46	115	56	55	
isogroup5107	2	16	21	6	4	14	9	13	3	2	1	6	4	9	7	5	
isogroup5108	14	15	22	11	9	12	19	33	12	9	13	23	8	13	9	12	
isogroup5109	11	13	13	10	18	13	10	17	4	8	8	17	10	27	11	11	
isogroup511	23	49	65	35	12	51	46	102	14	13	16	26	43	101	55	53	
isogroup5110	326	219	253	335	156	160	471	501	220	194	287	463	198	238	339	246	
isogroup5111	3	15	12	14	17	9	6	16	5	5	12	13	6	19	6	9	
isogroup5112	14	23	16	47	18	20	14	17	15	16	25	11	18	14	19	10	
isogroup5113	9	13	13	12	17	6	22	21	7	7	3	10	9	30	10	4	
isogroup5114	8	8	9	9	4	3	6	9	1	2	6	14	3	10	7	7	
isogroup5115	36	53	35	32	21	32	33	51	13	28	21	47	30	101	38	54	
isogroup5116	158	170	153	151	135	69	136	217	79	109	132	195	136	207	204	135	
isogroup5117	15	26	15	24	26	12	28	28	10	16	10	17	10	23	22	28	
isogroup5118	2	3	1	3	1	4	4	5	0	1	0	0	0	3	3	3	
isogroup5119	17	25	30	18	4	16	10	9	9	6	3	13	4	18	17	13	
isogroup512	28	27	17	44	35	14	36	45	19	27	26	25	23	31	17	19	
isogroup5120	15	22	16	25	13	15	17	17	9	10	16	12	12	10	26	8	
isogroup5121	8	11	8	9	4	9	9	10	9	2	7	13	8	18	13	13	
isogroup5122	28	21	21	32	21	12	21	43	21	15	21	25	20	45	19	28	
isogroup5123	7	7	10	16	6	8	13	12	10	13	7	8	5	9	12	10	
isogroup5124	6	9	7	13	4	6	5	6	2	5	4	4	3	10	7	11	
isogroup5125	14	13	11	16	6	8	16	16	7	5	2	13	9	12	13	13	
isogroup5126	2	2	0	1	0	0	1	0	1	1	0	0	0	2	0	0	
isogroup5127	1	1	3	1	1	0	1	1	0	2	0	1	0	1	1	5	
isogroup5128	14	20	25	13	26	15	23	39	10	11	8	20	9	31	23	15	
isogroup5129	123	193	91	189	90	191	130	230	157	146	146	145	188	162	285	163	
isogroup513	17	27	43	26	16	22	29	37	9	4	14	20	10	33	19	23	
isogroup5130	5	18	15	17	15	8	17	20	8	5	7	17	8	14	18	10	
isogroup5131	5	29	25	10	1	17	12	24	1	3	5	9	16	30	15	17	
isogroup5132	41	65	62	56	41	45	58	87	43	53	46	98	30	87	67	93	
isogroup5133	113	145	93	132	93	61	138	176	74	95	89	151	83	177	101	98	
isogroup5134	18	29	13	17	11	7	21	13	13	24	16	19	5	7	21	14	
isogroup5135	13	17	19	21	6	16	11	14	8	15	10	17	27	30	16	21	
isogroup5136	24	134	43	58	15	116	0	1	0	3	1	0	1	2	0	0	
isogroup5137	18	25	28	17	8	19	12	15	8	7	6	15	7	15	13	12	
isogroup5138	157	141	97	493	89	344	122	183	317	277	317	205	285	88	300	199	
isogroup5139	9	8	5	7	5	3	11	7	8	6	9	3	13	11	14	6	
isogroup514	52	65	64	83	75	41	68	81	29	39	44	55	26	74	67	51	
isogroup5140	29	35	33	32	11	29	27	53	13	14	11	26	30	55	28	47	
isogroup5141	27	56	52	51	15	32	38	33	12	19	25	28	17	32	38	32	
isogroup5142	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	
isogroup5143	309	358	215	383	168	163	282	347	227	269	261	334	248	296	370	291	
isogroup5144	82	72	65	131	65	82	91	165	69	64	84	111	113	170	113	150	
isogroup5145	53	71	28	108	52	59	56	71	73	57	43	56	59	61	57	38	
isogroup5146	18	32	44	80	34	68	54	52	46	37	34	33	44	40	58	35	
isogroup5147	34	41	34	22	33	17	41	50	22	21	22	41	14	46	32	29	
isogroup5148	9	12	1	1	4	0	7	6	1	0	6	7	2	7	7	7	
isogroup5149	35	51	29	42	16	20	47	73	40	48	40	54	48	56	78	52	
isogroup515	25	18	33	28	31	16	46	54	16	25	32	15	29	36	53	39	
isogroup5150	23	49	26	78	21	43	39	68	42	42	44	29	55	47	47	35	
isogroup5151	22	28	19	29	10	17	27	20	10	9	13	8	12	15	21	14	
isogroup5152	15	14	12	28	18	13	26	36	9	13	24	20	12	28	31	26	
isogroup5153	903	368	304	211	167	39	201	181	60	119	122	183	44	179	130	110	
isogroup5154	56	63	80	241	44	192	88	80	200	109	103	50	209	64	118	62	
isogroup5155	9	15	14	21	6	8	15	22	20	9	11	5	30	31	11	23	
isogroup5156	17	15	22	39	7	31	14	20	24	15	12	15	15	21	17	15	
isogroup5157	6	11	4	5	6	4	5	10	4	9	1	4	1	5	4	7	
isogroup5158	1	3	0	1	2	2	22	32	1	7	0	2	17	90	32	54	
isogroup5159	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	
isogroup516	114	102	94	195	102	112	121	143	77	85	67	97	91	147	145	141	
isogroup5160	5	9	12	10	15	18	4	11	2	3	0	6	4	11	10	12	
isogroup5161	1	19	21	12	2	18	2	4	1	1	1	0	2	1	2	5	
isogroup5162	6	11	24	38	11	17	9	30	36	25	7	8	20	17	34	15	
isogroup5163	5	4	5	6	4	2	3	3	3	3	1	2	1	5	3	0	
isogroup5164	23	40	35	34	36	31	38	31	12	9	15	34	8	33	18	30	
isogroup5165	14	23	13	4	13	8	20	18	7	6	13	12	1	19	10	5	
isogroup5166	8	17	4	16	4	4	8	14	9	10	3	7	3	11	10	9	
isogroup5167	29	61	30	22	15	27	21	24	14	18	21	24	9	33	15	14	
isogroup5168	12	18	28	11	9	10	7	16	10	4	6	8	9	14	10	14	
isogroup5169	16	31	13	30	15	21	17	29	19	11	18	19	11	19	30	12	
isogroup517	24	48	35	26	30	23	38	48	18	18	19	39	10	42	37	26	
isogroup5170	11	10	12	14	15	14	22	19	8	8	7	10	4	16	11	19	
isogroup5171	149	133	104	121	77	41	133	176	47	88	81	132	38	131	94	93	
isogroup5172	12	11	6	27	17	14	19	24	23	14	14	27	24	25	21	15	
isogroup5173	2	13	7	8	3	4	5	3	2	1	0	4	2	3	1	2	
isogroup5174	0	0	0	0	0	0	2	7	0	2	1	3	2	36	3	16	
isogroup5175	7	7	6	10	6	5	11	24	6	4	12	6	39	32	34	38	
isogroup5176	40	45	23	23	34	15	37	46	16	21	40	35	12	39	37	52	
isogroup5177	7	19	27	10	2	12	5	18	4	5	4	10	8	20	15	11	
isogroup5178	67	99	61	97	61	47	79	122	53	65	56	84	111	165	95	129	
isogroup5179	7	12	7	14	15	6	7	11	7	5	5	20	5	13	8	6	
isogroup518	3	2	0	1	6	5	17	74	1	8	5	11	160	253	98	181	
isogroup5180	12	8	13	24	20	9	11	11	14	9	11	14	13	10	13	9	
isogroup5181	2	0	2	2	2	0	1	2	2	2	1	2	2	1	2	2	
isogroup5182	1	2	2	0	2	2	1	6	1	0	2	2	7	3	5	7	
isogroup5183	2	4	8	2	5	3	4	5	1	0	2	6	2	1	4	3	
isogroup5184	41	36	35	79	53	34	53	64	22	39	34	60	22	66	47	46	
isogroup5185	8	16	16	13	13	9	9	10	5	9	7	14	3	23	13	15	
isogroup5186	50	46	24	13	42	14	24	32	29	23	24	53	22	43	53	37	
isogroup5187	79	69	51	60	40	31	53	61	37	43	48	78	34	77	65	64	
isogroup5188	2	4	14	8	6	9	4	2	3	2	4	6	2	10	4	12	
isogroup5189	4	5	11	13	10	12	6	17	2	5	5	4	5	7	4	7	
isogroup519	3	10	4	12	4	1	13	43	3	7	9	11	5	9	4	16	
isogroup5190	20	13	10	26	15	10	17	21	14	24	22	20	15	35	19	20	
isogroup5191	24	35	29	38	18	30	33	52	12	16	19	26	25	50	42	32	
isogroup5192	41	33	19	26	34	3	43	33	12	17	18	63	13	45	33	61	
isogroup5193	1	1	1	2	2	0	2	1	1	0	0	1	0	0	0	2	
isogroup5194	0	1	0	0	3	0	3	0	1	1	2	1	2	3	0	2	
isogroup5195	9	7	11	5	7	3	16	10	3	0	11	12	5	8	7	4	
isogroup5196	46	14	18	17	9	6	20	65	35	14	69	23	40	33	69	17	
isogroup5197	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup5198	7	10	9	7	2	3	19	28	3	9	6	7	5	15	15	9	
isogroup5199	3	6	2	8	5	1	1	8	1	1	4	2	1	3	1	2	
isogroup52	56	76	67	97	91	54	95	90	35	33	40	56	40	119	50	61	
isogroup520	49	61	68	68	37	32	49	69	41	34	41	52	33	69	44	70	
isogroup5200	1	2	1	5	2	1	1	2	2	0	2	2	0	1	2	1	
isogroup5201	8	6	9	10	6	9	3	12	4	5	9	20	5	13	4	8	
isogroup5202	26	26	20	30	17	13	34	36	18	17	14	25	19	26	27	18	
isogroup5203	0	0	0	0	0	1	0	1	2	0	0	1	1	3	0	1	
isogroup5204	60	92	89	135	94	68	117	140	59	62	66	112	57	139	105	114	
isogroup5205	28	30	46	35	27	25	32	36	15	27	18	29	22	28	32	32	
isogroup5206	39	69	64	40	29	50	35	51	20	19	21	38	18	45	34	50	
isogroup5207	20	13	8	12	9	4	13	17	2	8	4	6	1	8	8	13	
isogroup5208	9	7	9	12	12	4	17	11	7	10	6	14	7	7	4	10	
isogroup5209	66	55	42	95	28	52	68	109	59	54	62	67	58	84	74	46	
isogroup521	1	2	1	1	0	0	2	0	0	0	4	3	1	3	1	1	
isogroup5211	11	18	10	14	17	7	35	28	2	4	10	22	4	21	12	15	
isogroup5212	4	5	6	2	9	5	16	23	2	0	6	22	2	10	10	10	
isogroup5213	13	19	2	20	3	5	12	37	7	20	17	26	10	24	21	30	
isogroup5214	3	6	3	1	2	3	4	3	0	0	0	2	2	2	1	1	
isogroup5215	431	389	281	317	180	265	258	387	186	232	274	334	169	310	336	183	
isogroup5216	4	3	2	2	5	0	0	5	2	1	0	0	1	1	1	1	
isogroup5217	96	69	105	158	197	86	55	79	97	106	134	186	62	134	152	101	
isogroup5218	4	3	3	10	1	3	9	10	3	4	2	6	6	11	6	2	
isogroup5219	16	18	16	26	20	12	18	21	14	8	18	17	10	20	21	14	
isogroup522	36	44	71	78	61	48	63	104	32	49	27	50	98	127	78	104	
isogroup5220	0	2	2	1	2	2	5	9	3	3	4	0	3	6	1	2	
isogroup5221	8	19	24	30	17	9	24	26	8	12	18	19	12	23	21	20	
isogroup5222	7	7	5	15	14	2	13	15	4	3	15	10	5	6	8	5	
isogroup5223	5	10	9	6	7	19	4	11	3	4	3	3	4	7	10	7	
isogroup5224	1	1	1	0	5	3	7	5	0	2	4	11	42	106	25	49	
isogroup5225	0	0	0	0	1	0	0	3	2	0	0	2	0	0	0	1	
isogroup5226	11	10	19	8	7	2	10	7	4	9	3	9	3	9	4	8	
isogroup5227	105	92	108	106	93	59	76	161	42	63	95	116	74	150	113	76	
isogroup5228	2	13	16	14	7	11	4	5	1	1	4	11	2	14	6	10	
isogroup5229	82	89	55	118	69	63	77	125	61	56	65	95	41	71	90	82	
isogroup523	1	4	5	10	4	2	12	11	3	4	3	13	3	4	10	8	
isogroup5230	106	77	70	96	40	55	77	114	55	45	69	94	65	124	91	83	
isogroup5231	32	40	39	46	22	16	45	52	12	20	16	40	12	30	36	30	
isogroup5232	5	7	6	3	2	10	4	4	2	5	2	4	1	4	3	3	
isogroup5233	107	140	149	190	159	124	130	174	77	91	106	116	100	177	134	119	
isogroup5234	175	171	111	154	94	64	179	230	96	71	72	139	93	206	202	164	
isogroup5235	19	28	45	36	10	5	14	36	8	11	12	28	7	19	7	13	
isogroup5236	11	12	6	7	9	6	8	11	3	7	6	3	6	12	8	10	
isogroup5237	1	2	5	5	4	4	4	4	2	2	5	7	3	6	10	13	
isogroup5238	11	17	11	10	15	7	6	18	6	12	4	12	13	21	15	22	
isogroup5239	2	2	5	3	5	6	6	8	1	7	4	4	2	8	5	1	
isogroup524	94	94	58	35	58	56	84	112	32	43	26	27	24	68	87	79	
isogroup5240	12	15	18	31	19	11	17	36	9	12	11	22	10	33	20	12	
isogroup5241	1	1	1	0	0	0	2	0	2	2	0	1	0	0	1	0	
isogroup5242	33	29	27	41	21	26	21	55	17	10	17	38	25	65	39	33	
isogroup5243	214	238	149	140	93	65	177	236	91	154	171	294	47	190	99	110	
isogroup5244	16	55	36	33	6	26	15	15	9	16	6	20	24	33	17	20	
isogroup5245	2	0	1	3	0	0	2	0	0	1	0	1	1	1	0	1	
isogroup5246	35	160	114	92	42	117	45	80	22	25	30	29	25	69	58	70	
isogroup5247	115	208	224	159	189	180	169	180	115	90	105	126	73	126	128	94	
isogroup5248	4	9	9	1	4	6	1	5	1	1	3	4	9	6	5	6	
isogroup5249	26	26	16	41	19	20	27	74	31	15	60	32	29	33	63	21	
isogroup525	39	48	46	77	52	52	46	64	34	37	70	64	34	66	57	31	
isogroup5250	336	237	126	323	155	126	216	264	148	164	212	237	148	264	240	250	
isogroup5251	1	0	0	7	1	4	0	1	0	4	1	1	1	0	2	4	
isogroup5252	23	20	24	30	14	18	18	23	0	14	9	10	8	19	11	20	
isogroup5253	1	2	2	3	0	4	3	1	3	4	4	6	1	3	2	3	
isogroup5254	59	40	41	103	26	35	27	72	44	43	59	32	64	54	47	53	
isogroup5255	3	6	2	3	4	3	4	8	3	3	5	2	6	5	4	1	
isogroup5256	12	33	43	62	1	1	2	3	60	18	6	3	49	18	21	12	
isogroup5257	54	96	90	60	56	70	81	107	19	18	43	58	26	127	65	89	
isogroup5258	49	121	99	109	31	98	51	101	36	38	27	60	87	127	66	98	
isogroup5259	48	32	32	51	19	34	37	64	50	28	33	15	36	25	51	28	
isogroup526	177	137	132	269	163	116	152	260	164	137	138	144	97	117	187	132	
isogroup5260	160	100	60	81	41	40	58	76	55	68	33	72	65	97	70	50	
isogroup5262	6	1	0	1	1	0	1	3	0	1	2	0	1	1	1	0	
isogroup5263	22	23	15	17	14	15	20	29	9	15	21	30	11	33	15	19	
isogroup5264	67	62	37	97	35	50	57	130	53	38	51	61	76	154	76	67	
isogroup5265	26	41	25	36	42	28	32	21	16	19	17	22	16	32	20	23	
isogroup5266	24	21	20	37	15	11	28	44	19	12	15	28	14	39	20	19	
isogroup5267	14	16	14	7	10	6	12	9	5	9	6	7	5	11	7	5	
isogroup5268	2	2	1	3	9	2	12	75	3	20	2	12	35	171	35	128	
isogroup5269	1	3	2	2	1	0	1	3	0	0	0	0	1	6	2	1	
isogroup527	50	80	61	74	46	52	38	59	22	33	29	38	30	60	67	61	
isogroup5270	9	2	12	25	7	1	21	31	6	8	16	32	3	22	21	10	
isogroup5271	2	9	20	7	5	12	4	7	2	0	4	6	2	9	6	2	
isogroup5272	14	24	24	26	18	20	22	26	15	22	18	30	17	33	25	22	
isogroup5273	10	8	4	9	5	5	6	11	3	4	11	8	9	14	8	7	
isogroup5274	1	2	4	0	0	0	0	0	1	1	1	0	0	1	0	0	
isogroup5275	0	0	3	0	3	1	0	1	2	2	0	3	1	0	1	1	
isogroup5276	3	11	6	6	8	7	8	22	4	9	8	9	17	26	9	16	
isogroup5277	142	180	146	203	124	95	204	225	83	120	99	190	92	221	111	125	
isogroup5278	27	58	43	67	30	26	42	70	33	31	30	52	31	51	51	36	
isogroup5279	0	0	4	2	4	0	5	9	1	1	0	3	1	4	5	3	
isogroup528	61	212	223	103	55	174	55	124	33	40	49	70	64	154	68	100	
isogroup5280	5	2	2	3	5	3	13	7	0	1	3	3	7	8	5	9	
isogroup5281	4	12	19	15	8	21	7	22	4	9	3	3	25	20	23	17	
isogroup5282	12	18	12	20	7	13	7	16	10	4	6	13	7	27	13	19	
isogroup5283	8	13	9	16	2	6	8	11	4	6	5	7	6	12	8	11	
isogroup5284	10	16	10	7	10	5	13	14	4	11	11	10	9	20	12	11	
isogroup5285	14	10	6	22	9	17	5	22	6	11	9	15	21	14	25	19	
isogroup5286	23	40	21	27	31	20	40	45	14	26	17	27	19	31	23	24	
isogroup5287	27	38	41	63	31	30	33	36	24	34	29	35	29	37	47	52	
isogroup5288	3	2	2	2	3	2	3	3	2	3	1	0	2	2	3	3	
isogroup5289	9	66	55	25	5	37	3	17	2	4	4	1	14	8	7	10	
isogroup529	6	11	8	8	21	2	28	18	8	4	15	23	4	28	14	21	
isogroup5290	1	0	3	4	3	3	1	2	0	0	1	2	1	2	1	1	
isogroup5291	7	7	5	7	10	6	9	12	3	4	3	12	6	14	9	7	
isogroup5292	4	1	2	1	3	4	1	6	2	0	2	4	0	2	4	1	
isogroup5293	50	34	38	39	34	9	42	82	24	41	50	54	87	101	84	102	
isogroup5294	4	4	5	6	1	1	11	6	2	1	2	2	0	2	1	3	
isogroup5295	119	124	78	65	55	30	76	108	28	59	42	93	39	132	92	101	
isogroup5296	16	20	29	25	15	11	22	24	1	10	8	17	16	24	17	20	
isogroup5297	55	77	57	90	64	59	70	99	51	50	34	58	73	85	82	87	
isogroup5298	1	5	3	4	2	4	4	4	5	0	1	5	0	4	0	1	
